label,text
REAL,19:17 (IST) Sep 20  The second round of countrywide serosurvey led by ICMR has been successfully completed. The final phase analysis of the survey is now underway and will offer a comparison with the 
REAL,"NEW DELHI: The Drugs Controller General of India has approved the commercial launch of 'Feluda', the Tata CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats) Covid-19 test, the Council "
REAL,"No significant mutation of Coronavirus in India, says Harsh Vardhan No significant or drastic mutation in strains of SARS-CoV-2 has been found in India till now, Union minister Harsh Vardhan said on S"
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
FAKE,A video of Aam Aadmi Party (AAP) MLA Amanatullah Khan agitating in front of Lieutenant Governor Anil Baijal's residence in Delhi in the wake of Citizenship Amendment Act (CAA) related violence is vira
FAKE,Here’s this week’s round-up of the News You Almost Believed.  A video showing uniformed men firing on protesters is being shared falsely as Kashmir. The video is viral with false claims that Indian Ar
FAKE,A video showing a group of men and women exiting a lodge that was turned into a quarantine center in Andhra Pradesh is being given a communal spin on social media. The footage shows men wearing skull 
FAKE,"A photoshopped picture of Rahul Gandhi, Congress party president-designate is being shared widely on WhatsApp. The picture was taken on the 4th of December when Rahul Gandhi filed his nomination paper"
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,A disturbing video of a woman being flogged by her in-laws and husband allegedly because of infidelity is viral on social media with a false claim that she was attacked for being a Muslim and carrying
FAKE,"A two-year-old video of a Pakistani fruit seller spray painting grapes red has gone viral on social media with a caption falsely claiming that the clip was recorded at Lonavala, a hill station near Mu"
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
FAKE,A six-year-old video has gone viral on social media with a false narrative claiming 'Islamists burned down a church in Pakistan' in response to the Christchurch killings.  As many as 50 Muslims were k
FAKE,    A video by self-proclaimed sadhu Narsingh Vani from Uttar Pradesh making false communal claims about the recent gang rape and murder of Telangana veterinary doctor which led to the arrest of four 
FAKE,A video of a freak road accident that occurred in New Delhi-NCR region has resurfaced with claims that it is from the Mumbai-Pune Expressway.  In the video multiple vehicles can be seen coming in full
FAKE,"A selfie of singer Kanika Kapoor and Prime Minister Narendra Modi is going viral with the claims that Kapoor took the selfie after returning from London, following which she tested positive for the CO"
FAKE,A viral message claiming that the deceased Chinese COVID-19 whistleblower Dr. Li Wenliang found that coffee was a potential cure for COVID-19 is fake. BOOM could not find any evidence supporting both 
FAKE,"Here's a round-up of news you almost believed this week.  Modi Govt didn't sign any MoU for Bullet Train with Japan, reveals an RTI. See, I told you, PM was never serious about Bullet Train, it was al"
FAKE,"Karnataka Police refuted posts claiming Divya Thomas, Superintendent (SP) of Chamrajnagar police forced a temple priest to offer prayers to the photograph of Jesus Christ.  The clarification comes aft"
FAKE,"A video of policemen using batons on people in an alley is viral on social media with false claims calling the incident as police retaliation in Indore, Madhya Pradesh where a medical team was attacke"
FAKE,"A viral message falsely claiming that articles 28, 29 and 30 of the Constitution propagates Islamic and Christian religious texts while shunning Hindu texts is false. These articles do not make differ"
REAL,Vadodara: An unidentified man jumped off the Kalaghoda bridge in Vishwamitri river on Saturday afternoon.The man was seen jumping into the river by a passer by who informed a traffic brigade jawan nea
FAKE,A social media message has gone viral that claims the World Health Organisation is advocating against practising social distancing and wearing masks. This claim is sometimes accompanied by a short vid
FAKE,"A WhatsApp forward claiming changes to WhatsApp delivery receipts which alert a user that a government agency is monitoring their chats, is false. The message is a rehash of an old forward which has b"
FAKE,Here’s this week’s round-up of the News You Almost Believed.  Multiple videos of mock drill in Mumbai’s Jagruti Nagar and its surrounding areas are viral on social media with claims that security forc
REAL,"CHANDIGARH: Punjab chief minister Amarinder Singh on Sunday said his government would take the BJP and its allies, including the Akalis, to court over the new “unconstitutional, undemocratic and anti-"
FAKE,Hyper-realistic deepfake videos created using Artificial Intelligence (AI) could open the proverbial Pandora's box in India with its insatiable appetite for video where even real videos with fake narr
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
REAL,"Ahmedbad: An engineering student, Harsh Gandhi from Surat, has approached the Gujarat high court complaining against the Gujarat Technological University (GTU) after it failed him in a test, in which "
FAKE,"A fake quote attributed to Kangana Ranaut wherein she is ""giving an apt reply"" to veteran actor Shabana Azmi for reportedly taking a dig at Hindu goddesses, is doing the rounds on social media. The po"
FAKE,"Pakistani news channel 'Abb Takk' claimed on March 5, 2019 that the Indian Army's 21 Sikh Regiment refused to fight for India.  https://twitter.com/GurmeetKaur2020/status/1103222818710478848?s=20  Whi"
FAKE,"From Pulwama to elections, bank shutdowns to protests, 2019 has been filled with many dark phases - with fact checkers constantly drowning in disturbing content to fact check. Amidst all this, BOOM re"
FAKE,"Former Pope Benedict performed Hajj in Mecca' claims this Malayalam WhatsApp message BOOM received on its helpline (770090611) for verification.  The first part of the message loosely translates to, """
REAL,"Vadodara: After he complained of being cheated by a popular gym owner and his associates, Dr Devang Shah, city-based gastroenterologist and endoscopist, has now filed a defamation complaint with Cyber"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
FAKE,"A video from a 2015 episode of a dance reality show where a prank was pulled on one of the judges is viral with false claims that it shows a Bharatiya Janata Party leader from Noida, Uttar Pradesh thr"
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,"A tweet by Madhya Pradesh Home Minister Bhupendra Singh on December 12 has ruled out any involvement of local Muslims in gravely injuring a cow by feeding it a bomb, as alleged by rabble rousing anti-"
